question,a,b,c,d,e,answer,split
다음의 글은 어디에서 볼 수 있습니까? 알맞은 것을 고르십시오.  ### 참고: 읽은 책은 제자리에,도서관,박물관,야구장,축구장,,a,RC
다음의 글은 어디에서 볼 수 있습니까? 알맞은 것을 고르십시오.  ### 참고: 주인을 찾습니다.,부동산,편의점,수리 센터,분실물 센터,,d,RC
다음의 글은 무엇에 대한 이야기입니까? 알맞은 것을 고르십시오.  ### 참고: 링링 씨는 저보다 세 살 어립니다.,나이,생일,순서,숫자,,a,RC
다음의 글은 무엇에 대한 이야기입니까? 알맞은 것을 고르십시오.  ### 참고: 저는 매일 달리기와 수영을 합니다. ,공부,운동,물건,주말,,b,RC
다음의 글은 무엇에 대한 이야기입니까? 알맞은 것을 고르십시오.  ### 참고: 길에 차가 많습니다. 그래서 지하철을 탑니다. ,교통,시간,장소,계획,,a,RC
"다음의 내용을 보고 맞지 않는 것을 고르십시오.  ### 참고: 초 대 장제 생일입니다. 그래서 파티를 해요.많이 와 주세요.♣ 언제: 7월 29일 일요일, 오후 4시♣ 어디: 우리 집(행복 아파트 1동 1201호) - 이나 -",이나 씨가 초대장을 썼습니다.,이나 씨의 생일은 7월 29일입니다.,이나 씨는 일요일에 생일 파티를 합니다.,이나 씨의 생일 파티는 오후 4시에 끝납니다.,,d,RC
"다음의 내용을 보고 맞지 않는 것을 고르십시오.  ### 참고: - 차 림 표 –김치찌개 5,000원순두부찌개 6,000원칼국수4,000원된장찌개동태찌개(2인분) 12,000원콩국수(여름만)    5,000원엄마손 식당",칼국수의 가격이 가장 쌉니다.,동태찌개는 2인분을 시켜야 합니다.,된장찌개가 순두부찌개보다 비쌉니다.           ④ 콩국수는 여름에만 먹을 수 있습니다.,콩국수는 여름에만 먹을 수 있습니다.,,c,RC
다음의 내용을 보고 맞지 않는 것을 고르십시오.  ### 참고: ♬ ‘하모니’의 여섯 번째 음악회 ♬통기타 동아리 ‘하모니’에서 여섯 번째 음악회를 합니다.많이 와 주세요!♣♣ 시간: 07.25.(토) 오후 7시~9시♣ 장소: 학생회관 2층(무료),동아리 연주회 초대장입니다.,7월 25일에 두 시간 동안 합니다.,표를 사서 학생회관 2층으로 가야 합니다.      ④ 이 음악회는 지금까지 다섯 번 공연을 했습니다.,이 음악회는 지금까지 다섯 번 공연을 했습니다.,,c,RC
다음 글을 읽고 알맞은 것을 고르십시오.   ### 참고: 저는 지난 주말에 친구와 같이 명동에 갔습니다. 명동에는 사람들이 아주 많았습니다. 명동에서옷과 화장품을 샀습니다. 그리고 동생 생일 선물도 샀습니다. 제 동생은 다음 주에 스무 번째 생일입니다. ,동생은 옷과 화장품을 샀습니다.,지난 주말은 동생 생일이었습니다.,저는 동생과 함께 명동에 갔습니다.,저는 명동에서 동생 생일 선물을 샀습니다.,,d,RC
다음 글을 읽고 알맞은 것을 고르십시오.   ### 참고: 한국에서는 식당에 가면 반찬과 물이 무료입니다. 그래서 반찬과 물을 시키지 않아도 됩니다. 그리고 반찬이나 물이 더 필요하면 이야기만 하면 됩니다. 그러면 더 갖다 줄 겁니다.,한국의 식당에서 반찬을 더 먹을 수 없습니다.,한국의 식당에서 물과 반찬을 주문해야 합니다.,한국의 식당에서 물을 더 마시려면 돈을 내야 합니다.,한국의 식당에서 반찬이 더 필요할 때 말하면 더 줍니다.,,d,RC
다음 글을 읽고 <보기>의 문장이 들어갈 알맞은 곳을 고르십시오.  ### 참고: <보 기>침대가 너무 커서 방 안에 책상을 놓을 자리가 없기 때문입니다.저는 학교 앞 원룸에서 혼자 삽니다. (     가 ) 지금 제 방에는 책상이 없습니다. (     나 ) 책 저는 학교 앞 원룸에서 혼자 삽니다. (     가 ) 지금 제 방에는 책상이 없습니다. (     나 ) 책상이 없으니까 침대에서 공부를 하다가 금방 잠을 잡니다. (     다 ) 저는 책상을 사고 싶습니다. (     라 ) 그래서 먼저 침대를 작은 것으로 바꿀 겁니다.,(가),(나),(다),(라),,b,RC
"다음 글을 읽고 <보기>의 문장이 들어갈 알맞은 곳을 고르십시오.  ### 참고: <보 기>한복은 남자와 여자의 옷이 다릅니다.한복은 한국의 전통 옷입니다. (     가 ) 옛날 사람들은 한복을 입고 생활했습니다. (     나 ) 그러나 요즘 사람들은 설날이나 추석, 결혼식 등 특별한 때에만 입습니다. (     다 ) 여자 옷은치마와 저고리, 남자 한복은 바지와 저고리로 되어 있습니다. (     라 ) 아이들이 입는 옷은 ‘색동옷’이라고 합니다.",(가),(나),(다),(라),,c,RC
이 글의 내용과 같은 것을 고르십시오.  ### 참고: 제 이름은 도노반입니다. 저는 한 달 전에 교환학생으로 한국에 왔습니다. 1년 동안 한국에 있을겁니다. (     가 ) 저는 지금 학교 기숙사에 살고 있습니다. (     나 ) 아직 한국어를 잘 못해서방 친구와 영어로 이야기를 합니다. (     다 ) 그래서 열심히 한국어를 배우고 있습니다. (     라 ) 한국 문화도 배우고 한국 여행도 많이 하고 싶습니다. ,도노반은 한국 문화에 관심이 있습니다.,도노반은 방 친구와 한국어로 이야기합니다.,도노반은 1년 동안 한국어 공부를 했습니다.,도노반은 한 달 전에 한국 여행을 했습니다.,,a,RC
다음 문장이 들어갈 가장 알맞은 곳을 고르십시오.  ### 참고: 제 이름은 도노반입니다. 저는 한 달 전에 교환학생으로 한국에 왔습니다. 1년 동안 한국에 있을겁니다. (     가 ) 저는 지금 학교 기숙사에 살고 있습니다. (     나 ) 아직 한국어를 잘 못해서방 친구와 영어로 이야기를 합니다. (     다 ) 그래서 열심히 한국어를 배우고 있습니다. (     라 ) 한국 문화도 배우고 한국 여행도 많이 하고 싶습니다. ,(가),(나),(다),(라),,c,RC
"이 글을 읽고 알 수 없는 것을 고르십시오.  ### 참고: 오늘은 토요일이어서 한국어 수업이 없습니다. 그래서 친구들과 같이 지하철을 타고 서울 인사동에 갔습니다. 인사동에는 한국의 전통 물건을 파는 가게도 많고, 재미있는 가게들이 많아서 외국사람들이 많이 옵니다. 여기저기 구경도 하고 사진도 찍었습니다. 고향의 가족과 친구들에게 보낼선물도 샀습니다. 저녁에는 삼계탕을 먹어 봤는데 정말 맛있었습니다. 집에 돌아올 때 조금 피곤했지만 아주 즐거운 하루였습니다.",이 사람의 기분,오늘의 날짜와 날씨,이 사람이 인사동에 간 방법,외국 사람들이 인사동을 좋아하는 이유,,b,RC
"이 글의 내용과 다른 것을 고르십시오.  ### 참고: 메시지♡♡연락처가민 씨, 미유키예요. 저는 오늘 병원에서 집으로 돌아왔 어요. 제가 아플 때 병원에 와 줘서 정말 고마웠어요. 다음 주부터 학교에 다시 나갈 거예요. 그런데 다음 주에 몇 과 를 공부해요? 그동안 수업을 못 들어서 걱정이에요. 시간이 있으면 한국어 공부를 도와줄 수 있어요? 연락 기다릴게요.전송",미유키 씨는 오늘 퇴원했습니다.,미유키 씨는 다음 주에 학교에 갈 겁니다.,가민 씨는 미유키 씨가 아플 때 도와 줬습니다.,가민 씨는 미유키 씨를 만나러 병원에 갔습니다.,,c,RC
" 글을 읽은 후에 할 수 있는 말이 아닌 것을 고르십시오.  ### 참고: 메시지♡♡연락처가민 씨, 미유키예요. 저는 오늘 병원에서 집으로 돌아왔 어요. 제가 아플 때 병원에 와 줘서 정말 고마웠어요. 다음 주부터 학교에 다시 나갈 거예요. 그런데 다음 주에 몇 과 를 공부해요? 그동안 수업을 못 들어서 걱정이에요. 시간이 있으면 한국어 공부를 도와줄 수 있어요? 연락 기다릴게요.전송",“지난주에 6과까지 배웠어요. 7과를 공부할 거예요.”,“언제 학교에 올 거예요? 빨리 나아서 학교에 나오세요.”,“당연하지요. 수업이 끝난 후에 같이 도서관에 가요.”,“좋아요. 혼자서 하는 것보다 둘이 같이 공부하면 더 좋을 거예요.”,,b,RC
다음의 글은 어디에서 볼 수 있습니까? 알맞은 것을 고르십시오.  ### 참고: 갈아타는 곳,은행,백화점,영화관,지하철역,,d,RC
다음의 글은 어디에서 볼 수 있습니까? 알맞은 것을 고르십시오.  ### 참고: 밟지 마십시오.,사무실,운동장,잔디밭,휴게소,,c,RC
다음의 글은 무엇에 대한 이야기입니까? 알맞은 것을 고르십시오.  ### 참고: 오늘은 어린이날이고 내일은 개교기념일입니다. ,요일,메모,휴일,학교,,c,RC
다음의 글은 무엇에 대한 이야기입니까? 알맞은 것을 고르십시오.  ### 참고: 저는 마트에서 물건을 사는데 친구는 인터넷으로 물건을 주문합니다. ,쇼핑,가게,가격,장소,,a,RC
다음의 글은 무엇에 대한 이야기입니까? 알맞은 것을 고르십시오.  ### 참고: 친구와 요가를 배우기로 했습니다. 매일 걷기도 할 겁니다.,운동,산책,시험,취업,,a,RC
"다음의 내용을 보고 맞는 것을 고르십시오.  ### 참고: < 이 모 분 식 >떡볶이우 동2,000원라 면2,000원어묵(2개)           1,000원☞ 수요일에 전 메뉴 10% 할인☞ 매주 둘째 일요일은 쉽니다.",어묵 하나에 천 원입니다.,이 식당은 일요일마다 쉽니다.,라면과 우동은 가격이 같습니다.,수요일에는 음식 값이 10% 쌉니다.,,d,RC
"다음의 내용을 보고 맞는 것을 고르십시오.  ### 참고: 같이 영화 볼래요?주말마다 무료로 영화를 볼 수 있습니다. ♣ 시간: 토요일: 11시, 2시, 5시일요일: 10시, 1시, 4시♣ 장소: 1층 강당♣ 영화: 시립도서관 홈페이지 참고시립도서관장",영화 제목을 알 수 없습니다.,도서관에서 영화를 만듭니다.,1층 강당에서 모두 같이 영화를 봅니다.,토요일과 일요일의 영화 시간이 같습니다.,,c,RC
"다음 글을 읽고 알맞은 것을 고르십시오.   ### 참고: 요즘 사람들은 휴대폰을 많이 사용합니다. 휴대폰은 다양한 기능이 있습니다. 전화를 걸거나 문자 메시지를 주고받습니다. 사진을 찍어서 볼 수 있고, 인터넷 검색도 합니다.",사람들은 컴퓨터를 많이 사용합니다.,휴대폰으로 인터넷 검색을 할 수 있습니다.,전화를 하지 않고 문자 메시지를 주고받습니다.,사진기로 사진을 찍은 다음에 휴대폰으로 봅니다.,,b,RC
"다음 글을 읽고 알맞은 것을 고르십시오.   ### 참고: 저는 혼자 살고 싶어서 지난주에 기숙사에서 원룸으로 이사했습니다. 원룸 안에는 화장실이 하나있고, 부엌이 있습니다. 방에 책상, 침대, 옷장이 있어서 사지 않았습니다. 방이 조금 작지만 혼자서사니까 괜찮습니다. ",이 사람은 이사를 할 때 가구를 샀습니다.,이 사람은 친구와 같이 살고 싶어서 이사했습니다.,이 사람은 원룸의 방이 작아서 마음에 들지 않습니다.,이 사람은 기숙사에서 살다가 지금은 원룸에서 삽니다.,,d,RC
다음 글을 읽고 <보기>의 문장이 들어갈 알맞은 곳을 고르십시오.  ### 참고: <보 기>하지만 옛날에 한국인들은 숫자 ‘3’을 가장 좋아했습니다. (      가 (      가) 한국 사람들은 숫자 ‘7’을 좋아합니다. (      나 ) 한국 사람들은 숫자 ‘7’을 좋아합니다. (      나) 한국 사람들은 옛날부터 ‘3’을 ) 한국 사람들은 옛날부터 ‘3’을최상의 숫자로 생각하였기 때문입니다. (      다) 그래서 하루에 식사를 세 번하고 기회도 세번 줍니다. (      라) 이렇게 우리의 생활에는 ‘3’이 들어간 것이 많습니다. ,(가),(나),(다),(라),,b,RC
"다음 글을 읽고 <보기>의 문장이 들어갈 알맞은 곳을 고르십시오.  ### 참고: <보 기>친구의 표를 제가 가지고 있었기 때문에 저 먼저 극장 안으로 들어갈 수 없었습니다. 저는 약속 시간 20분 전에 극장에 도착했습니다. (      가) 인터넷으로 예매한 표를 받고, 매점에서 팝콘과 콜라를 샀습니다. (      나) 영화 시간이 다 되었습니다. (      다) 그런데 친구가 아직 도착하지 않아서 저는 입구에서 기다렸습니다. (      라) ",(가),(나),(다),(라),,d,RC
이 글의 제목으로 알맞은 것을 고르십시오.  ### 참고: 요즘 커피의 인기가 아주 높아서 여기저기에 커피숍이 많습니다. 사람들은 커피를 마시는 것도 좋아하지만 커피를 마시는 이미지도 중요하게 생각합니다. 그래서 커피숍의 이름이나 커피의 종류를먼저 봅니다. 또 커피 값이 식사 값보다 비싸도 사서 마십니다.,커피의 이름과 맛,커피숍이 많은 이유,커피를 잘 마시는 방법,커피가 맛있는 커피숍 소개,,b,RC
이 글의 내용과 다른 것을 고르십시오.  ### 참고: 요즘 커피의 인기가 아주 높아서 여기저기에 커피숍이 많습니다. 사람들은 커피를 마시는 것도 좋아하지만 커피를 마시는 이미지도 중요하게 생각합니다. 그래서 커피숍의 이름이나 커피의 종류를먼저 봅니다. 또 커피 값이 식사 값보다 비싸도 사서 마십니다.,사람들은 요즘 커피를 아주 좋아합니다.,사람들은 커피를 마실 때 커피숍의 이름이 중요합니다.,사람들은 커피의 맛보다 커피를 마시는 이미지를 더 생각합니다.,사람들은 커피의 가격이 식사 가격보다 비싸도 커피를 마십니다.,,c,RC
"이 글을 쓴 이유는 무엇입니까?  ### 참고: 사람들은 보통 여자가 남자보다 말이 많다고 생각합니다. 하지만 그것은 남자와 여자의 관심이 달라서 말할 내용이 많거나 적기 때문입니다. 남자들은 정치, 운동, 자동차 등에 관심이 많고 여자들은 패션, 요리, 쇼핑 등에 관심이 있습니다. 그래서 남자는 자동차 이야기가 나오면 말이 많아지고여자는 패션에 대한 이야기를 많이 합니다. 우리는 보통 기분이 나쁠 때 좋아하는 행동을 합니다. 여자는 기분이 나쁠 때 보통 쇼핑을 하거나 집안일을 하는데 남자는 기분이 나쁠 때 운동을 하거나컴퓨터를 봅니다.",남녀의 관심이 다른 것을 말하려고,여자들이 말이 많은 것을 말하려고,남자들이 운동을 하는 이유를 말하려고,남자와 여자가 기분이 나쁠 때를 말하려고,,a,RC
